concello;1991;1981;1970;1960;1950;1940;1930;1920;1910;1900;
32085 Ver?n;"11018.0";"9983.0";"8870.0";"9063.0";"8841.0";"8137.0";"6814.0";"6023.0";"5832.0";"4968.0";
32086 Viana do Bolo;"4432.0";"6320.0";"6365.0";"9062.0";"8448.0";"8447.0";"7906.0";"8045.0";"8118.0";"8016.0";
32087 Vilamar?n;"2218.0";"2304.0";"2486.0";"3315.0";"3767.0";"4040.0";"3544.0";"4021.0";"4165.0";"4206.0";
32088 Vilamart?n de Valdeorras;"2446.0";"2917.0";"3252.0";"3902.0";"4059.0";"4313.0";"4190.0";"4120.0";"4222.0";"3866.0";
32089 Vilar de Barrio;"2592.0";"3195.0";"3889.0";"4079.0";"3713.0";"3967.0";"3499.0";"3228.0";"3259.0";"3220.0";
32090 Vilar de Santos;"1404.0";"1863.0";"1669.0";"1708.0";"1792.0";"1723.0";"1592.0";"1502.0";"1493.0";"1514.0";
32091 Vilardev?s;"3257.0";"5694.0";"6152.0";"6645.0";"6645.0";"6033.0";"5639.0";"4676.0";"4846.0";"4695.0";
32092 Vilari?o de Conso;"917.0";"1044.0";"1657.0";"1923.0";"2172.0";"2301.0";"2252.0";"2363.0";"2237.0";"2256.0";
32032 Xinzo de Limia;"9070.0";"10177.0";"10640.0";"9680.0";"10200.0";"9130.0";"8495.0";"6599.0";"6173.0";"5622.0";
32036 Xunqueira de Amb?a;"2351.0";"2957.0";"3705.0";"4584.0";"4981.0";"4608.0";"4369.0";"4001.0";"4090.0";"4208.0";
32037 Xunqueira de Espadanedo;"1153.0";"1285.0";"1376.0";"1656.0";"1829.0";"1741.0";"1891.0";"1959.0";"1916.0";"1900.0";
